model,weight_quant,cache_type_k,cache_type_v,n_ctx,example_id,domain,sub_domain,difficulty,length,predicted,expected,is_correct,ttft_s,decode_tokens_per_second,prompt_tokens,predicted_tokens
unsloth/Qwen3.5-9B-GGUF,Q8_0,f16,f16,131072,66ece28e821e116aacb1db1f,Single-Document QA,Literary,easy,medium,D,D,True,7.750812438025605,124.17033842237703,55731,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,f16,f16,131072,66ec2df6821e116aacb1bb7b,Long In-context Learning,User guide QA,hard,medium,B,C,False,13.737521789968014,110.1991936518377,100703,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,f16,f16,131072,67192e81bb02136c067d427f,Long-dialogue History Understanding,Dialogue history QA,easy,medium,D,A,False,16.442950438009575,111.21199351842601,102816,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,f16,f16,131072,672468b1bb02136c067d74bd,Single-Document QA,Event ordering,hard,medium,B,B,True,17.7863189750351,106.7043688770032,120135,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,f16,f16,131072,6725d7a9bb02136c067d822d,Long In-context Learning,Many-shot learning,hard,medium,D,A,False,19.64900943497196,107.11198474323668,116696,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,f16,f16,131072,67239fd9bb02136c067d6ff7,Single-Document QA,Event ordering,easy,medium,D,A,False,20.628781118954066,103.28600108880661,130976,96
unsloth/Qwen3.5-9B-GGUF,Q8_0,f16,f16,131072,671a4444bb02136c067d4a40,Long-dialogue History Understanding,Dialogue history QA,hard,medium,B,B,True,17.43210482399445,110.46929600851995,103095,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,f16,f16,131072,670cf1c0bb02136c067d26e5,Single-Document QA,Detective,hard,medium,D,A,False,14.489115238015074,113.8382891528119,92853,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,f16,f16,131072,66f41108821e116aacb30c41,Multi-Document QA,Financial,easy,medium,A,D,False,17.73452889197506,108.95434472473706,109738,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,f16,f16,131072,66f19f04821e116aacb27bab,Long In-context Learning,User guide QA,hard,medium,D,A,False,14.024100181995891,113.99238744587588,90005,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,f16,f16,131072,66f17aab821e116aacb2772d,Single-Document QA,Financial,hard,medium,A,D,False,19.207496502029244,105.60716280581731,115585,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,f16,f16,131072,66f950acbb02136c067c5021,Single-Document QA,Governmental,easy,medium,B,A,False,11.395208706031553,118.75382702762883,72374,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,f16,f16,131072,67066b87bb02136c067cfaa3,Code Repository Understanding,Code repo QA,hard,long,B,B,True,16.619419866008684,109.32182037912466,105569,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,f16,f16,131072,66f94f9ebb02136c067c4fde,Multi-Document QA,Governmental,hard,long,C,D,False,18.235695448995102,106.89569068395704,109090,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,f16,f16,131072,6708ae87bb02136c067d1847,Code Repository Understanding,Code repo QA,hard,long,D,C,False,19.27058993000537,108.36804497273866,114175,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,f16,f16,131072,66fa2734bb02136c067c627a,Code Repository Understanding,Code repo QA,easy,long,D,A,False,20.115976561035495,106.42393141642769,119386,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,f16,f16,131072,66f24538821e116aacb2865e,Multi-Document QA,Academic,hard,long,C,D,False,18.20711924805073,108.35758680881828,109651,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,f16,f16,131072,66f55828821e116aacb3363e,Multi-Document QA,Governmental,hard,long,D,D,True,17.12766720901709,107.27167893586494,116684,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,f16,f16,131072,66f2adaf821e116aacb2aca9,Multi-Document QA,Academic,hard,long,C,B,False,18.54265255999053,108.78507468775284,111751,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,q8_0,turbo3,131072,66fb6d71bb02136c067c7c34,Multi-Document QA,Legal,hard,short,A,B,False,2.5493232830194756,132.9320447233248,27426,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,q8_0,turbo3,131072,66ebd3075a08c7b9b35e02bd,Single-Document QA,Academic,hard,short,D,B,False,1.7972514310386032,138.4708919039964,16621,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,q8_0,turbo3,131072,66f95c18bb02136c067c52e1,Single-Document QA,Legal,hard,short,D,B,False,3.723174645972904,126.84934955022986,36251,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,q8_0,turbo3,131072,66f9625fbb02136c067c5456,Long In-context Learning,User guide QA,easy,short,B,B,True,1.5850288909859955,139.13179585452465,13174,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,q8_0,turbo3,131072,66ebe68d5a08c7b9b35e190b,Single-Document QA,Legal,hard,short,D,C,False,1.7740227170288563,136.93852530046237,17240,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,q8_0,turbo3,131072,66ed3e90821e116aacb1f82f,Code Repository Understanding,Code repo QA,easy,short,C,C,True,7.7462928599561565,119.26669617275037,64818,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,q8_0,turbo3,131072,66f8c6b4bb02136c067c4480,Multi-Document QA,Multi-news,hard,short,D,C,False,1.8093836829648353,140.25260809586266,13829,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,q8_0,turbo3,131072,6725e2febb02136c067d8717,Single-Document QA,Event ordering,hard,short,?,D,False,3.720175708003808,129.5218821148495,36781,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,q8_0,turbo3,131072,66ec7ba6821e116aacb1d114,Multi-Document QA,Academic,hard,short,C,C,True,4.178535321028903,128.7512636232416,39112,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,q8_0,turbo3,131072,6703a0ecbb02136c067cd11b,Long Structured Data Understanding,Table QA,hard,short,B,A,False,9.72481910098577,115.54588661157173,75900,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,q8_0,turbo3,131072,66f39aa7821e116aacb2da76,Single-Document QA,Financial,hard,short,B,B,True,2.1072354270145297,138.6240051290882,16594,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,q8_0,turbo3,131072,66f6bcf3bb02136c067c2703,Multi-Document QA,Governmental,hard,short,A,A,True,1.201285098970402,141.550956132474,11085,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,q8_0,turbo3,131072,66fa7c81bb02136c067c6e09,Code Repository Understanding,Code repo QA,hard,short,D,B,False,10.273615729995072,114.47347122020672,80143,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,q8_0,turbo3,131072,66ed0cb0821e116aacb1e6c1,Single-Document QA,Financial,hard,short,A,A,True,6.444565260957461,120.47058823529412,53398,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,q8_0,turbo3,131072,671b2c67bb02136c067d50f7,Long-dialogue History Understanding,Agent history QA,hard,short,B,D,False,5.146611228992697,125.27072667786926,45131,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,q8_0,turbo3,131072,66ec3aff821e116aacb1c52e,Single-Document QA,Literary,easy,medium,D,D,True,11.668692336010281,111.6108409004902,85264,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,q8_0,turbo3,131072,67246a00bb02136c067d759f,Single-Document QA,Event ordering,hard,medium,B,B,True,21.840659657958895,107.13520462824084,129541,9
unsloth/Qwen3.5-9B-GGUF,Q8_0,q8_0,turbo3,131072,67286634bb02136c067d91f0,Long In-context Learning,Many-shot learning,hard,medium,B,D,False,19.088017702044453,135.8080579447714,116688,3
unsloth/Qwen3.5-9B-GGUF,Q8_0,q8_0,turbo3,131072,670fb8dfbb02136c067d2c48,Single-Document QA,Detective,easy,medium,A,D,False,14.698143462010194,107.095046854083,102590,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,q8_0,turbo3,131072,66ebd2975a08c7b9b35e01e3,Single-Document QA,Academic,hard,medium,C,C,True,9.33241700095823,117.42171274245749,70220,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,q8_0,turbo3,131072,6725dc6abb02136c067d8586,Long In-context Learning,Many-shot learning,easy,medium,D,C,False,14.605900588969234,105.2511267215343,99070,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,q8_0,turbo3,131072,671b56cfbb02136c067d54e9,Long-dialogue History Understanding,Dialogue history QA,easy,medium,A,D,False,15.74261855497025,104.01016049255313,99482,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,q8_0,turbo3,131072,66ec31eb821e116aacb1bf28,Single-Document QA,Literary,easy,medium,D,B,False,16.148017161991447,105.44056858826612,101483,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,q8_0,turbo3,131072,66ec1aef821e116aacb1aa1a,Multi-Document QA,Academic,hard,medium,A,C,False,9.079986629018094,117.08702126958921,64459,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,q8_0,turbo3,131072,66ed211f821e116aacb1ee0d,Single-Document QA,Literary,hard,medium,C,C,True,14.161893086042255,106.20635064192612,94373,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,q8_0,turbo3,131072,66f3c806821e116aacb2ed77,Multi-Document QA,Financial,hard,medium,C,C,True,11.264330445032101,111.94976254405836,78683,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,q8_0,turbo3,131072,66ece28e821e116aacb1db1f,Single-Document QA,Literary,easy,medium,D,D,True,7.167689742986113,119.13737097329647,55731,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,q8_0,turbo3,131072,66ec2df6821e116aacb1bb7b,Long In-context Learning,User guide QA,hard,medium,B,C,False,14.440599471970927,106.36512154708069,100703,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,q8_0,turbo3,131072,67192e81bb02136c067d427f,Long-dialogue History Understanding,Dialogue history QA,easy,medium,A,A,True,16.093138793017715,102.61680879361917,102816,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,q8_0,turbo3,131072,672468b1bb02136c067d74bd,Single-Document QA,Event ordering,hard,medium,B,B,True,18.779276600980666,100.87819194755595,120135,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,q8_0,turbo3,131072,6725d7a9bb02136c067d822d,Long In-context Learning,Many-shot learning,hard,medium,C,A,False,19.624556989001576,100.85895584190044,116696,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,q8_0,turbo3,131072,67239fd9bb02136c067d6ff7,Single-Document QA,Event ordering,easy,medium,D,A,False,21.23431685497053,99.3030169497837,130976,96
unsloth/Qwen3.5-9B-GGUF,Q8_0,q8_0,turbo3,131072,671a4444bb02136c067d4a40,Long-dialogue History Understanding,Dialogue history QA,hard,medium,B,B,True,16.096709519973956,104.24647012601038,103095,106
unsloth/Qwen3.5-9B-GGUF,Q8_0,q8_0,turbo3,131072,670cf1c0bb02136c067d26e5,Single-Document QA,Detective,hard,medium,A,A,True,14.132806211011484,108.13669492019429,92853,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,q8_0,turbo3,131072,66f41108821e116aacb30c41,Multi-Document QA,Financial,easy,medium,?,D,False,17.558325683989096,103.5790611691001,109738,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,q8_0,turbo3,131072,66f19f04821e116aacb27bab,Long In-context Learning,User guide QA,hard,medium,D,A,False,13.608627840003464,107.9209782362171,90005,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,q8_0,turbo3,131072,66f17aab821e116aacb2772d,Single-Document QA,Financial,hard,medium,A,D,False,19.133264197967947,101.76069858719579,115585,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,q8_0,turbo3,131072,66f950acbb02136c067c5021,Single-Document QA,Governmental,easy,medium,B,A,False,9.824392908951268,116.69919960759894,72374,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,q8_0,turbo3,131072,67066b87bb02136c067cfaa3,Code Repository Understanding,Code repo QA,hard,long,B,B,True,15.868743054044899,105.6876467654626,105569,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,q8_0,turbo3,131072,66f94f9ebb02136c067c4fde,Multi-Document QA,Governmental,hard,long,C,D,False,17.174390339001548,105.46576317662878,109090,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,q8_0,turbo3,131072,6708ae87bb02136c067d1847,Code Repository Understanding,Code repo QA,hard,long,D,C,False,18.107820261036977,104.16166541482791,114175,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,q8_0,turbo3,131072,66fa2734bb02136c067c627a,Code Repository Understanding,Code repo QA,easy,long,B,A,False,19.354612799012102,102.8670989227886,119386,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,q8_0,turbo3,131072,66f24538821e116aacb2865e,Multi-Document QA,Academic,hard,long,C,D,False,17.21974254399538,105.65458379935535,109651,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,q8_0,turbo3,131072,66f55828821e116aacb3363e,Multi-Document QA,Governmental,hard,long,D,D,True,17.81489583395887,101.27119079887937,116684,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,q8_0,turbo3,131072,66f2adaf821e116aacb2aca9,Multi-Document QA,Academic,hard,long,C,B,False,17.894419194024522,103.80123361278572,111751,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,turbo4,q8_0,131072,66fb6d71bb02136c067c7c34,Multi-Document QA,Legal,hard,short,A,B,False,2.5682951229973696,114.18875579753262,27426,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,turbo4,q8_0,131072,66ebd3075a08c7b9b35e02bd,Single-Document QA,Academic,hard,short,A,B,False,1.8142205040203407,123.69695405914453,16621,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,turbo4,q8_0,131072,66f95c18bb02136c067c52e1,Single-Document QA,Legal,hard,short,D,B,False,3.728842140000779,108.0300965096995,36251,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,turbo4,q8_0,131072,66f9625fbb02136c067c5456,Long In-context Learning,User guide QA,easy,short,B,B,True,1.5572655139840208,128.83601691375335,13174,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,turbo4,q8_0,131072,66ebe68d5a08c7b9b35e190b,Single-Document QA,Legal,hard,short,A,C,False,1.7481836539809592,124.20178520659707,17240,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,turbo4,q8_0,131072,66ed3e90821e116aacb1f82f,Code Repository Understanding,Code repo QA,easy,short,D,C,False,7.7566193449893035,92.9432813625485,64818,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,turbo4,q8_0,131072,66f8c6b4bb02136c067c4480,Multi-Document QA,Multi-news,hard,short,A,C,False,1.858201338967774,126.63262095888595,13829,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,turbo4,q8_0,131072,6725e2febb02136c067d8717,Single-Document QA,Event ordering,hard,short,?,D,False,3.742926611972507,108.17782067328861,36781,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,turbo4,q8_0,131072,66ec7ba6821e116aacb1d114,Multi-Document QA,Academic,hard,short,A,C,False,4.211663977999706,106.87721477978285,39112,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,turbo4,q8_0,131072,6703a0ecbb02136c067cd11b,Long Structured Data Understanding,Table QA,hard,short,B,A,False,9.781103906978387,87.23042051877567,75900,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,turbo4,q8_0,131072,66f39aa7821e116aacb2da76,Single-Document QA,Financial,hard,short,B,B,True,2.1555691999965347,123.5906561601735,16594,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,turbo4,q8_0,131072,66f6bcf3bb02136c067c2703,Multi-Document QA,Governmental,hard,short,A,A,True,1.2025482770404778,129.2608099401563,11085,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,turbo4,q8_0,131072,66fa7c81bb02136c067c6e09,Code Repository Understanding,Code repo QA,hard,short,D,B,False,10.331036226998549,84.38379066491132,80143,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,turbo4,q8_0,131072,66ed0cb0821e116aacb1e6c1,Single-Document QA,Financial,hard,short,D,A,False,6.558086758013815,97.63524388216037,53398,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,turbo4,q8_0,131072,671b2c67bb02136c067d50f7,Long-dialogue History Understanding,Agent history QA,hard,short,B,D,False,5.2003464750014246,101.36630694826437,45131,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,turbo4,q8_0,131072,66ec3aff821e116aacb1c52e,Single-Document QA,Literary,easy,medium,D,D,True,11.790645189990755,82.28029554053656,85264,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,turbo4,q8_0,131072,67246a00bb02136c067d759f,Single-Document QA,Event ordering,hard,medium,B,B,True,21.909544895985164,73.53241553985049,129541,9
unsloth/Qwen3.5-9B-GGUF,Q8_0,turbo4,q8_0,131072,67286634bb02136c067d91f0,Long In-context Learning,Many-shot learning,hard,medium,B,D,False,19.33101737301331,94.27440135755138,116688,3
unsloth/Qwen3.5-9B-GGUF,Q8_0,turbo4,q8_0,131072,670fb8dfbb02136c067d2c48,Single-Document QA,Detective,easy,medium,D,D,True,14.730713998025749,76.57233513318202,102590,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,turbo4,q8_0,131072,66ebd2975a08c7b9b35e01e3,Single-Document QA,Academic,hard,medium,C,C,True,9.59275923401583,90.86914204621691,70220,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,turbo4,q8_0,131072,6725dc6abb02136c067d8586,Long In-context Learning,Many-shot learning,easy,medium,B,C,False,14.594933293992653,78.73390952612642,99070,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,turbo4,q8_0,131072,671b56cfbb02136c067d54e9,Long-dialogue History Understanding,Dialogue history QA,easy,medium,B,D,False,15.022507040994242,78.48042281327791,99482,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,turbo4,q8_0,131072,66ec31eb821e116aacb1bf28,Single-Document QA,Literary,easy,medium,D,B,False,15.442465931992047,75.76188040987178,101483,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,turbo4,q8_0,131072,66ec1aef821e116aacb1aa1a,Multi-Document QA,Academic,hard,medium,A,C,False,8.679340128961485,92.95887368704669,64459,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,turbo4,q8_0,131072,66ed211f821e116aacb1ee0d,Single-Document QA,Literary,hard,medium,B,C,False,13.718902899010573,77.73537421080376,94373,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,turbo4,q8_0,131072,66f3c806821e116aacb2ed77,Multi-Document QA,Financial,hard,medium,C,C,True,10.959587771969382,86.58348338882342,78683,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,turbo4,q8_0,131072,66ece28e821e116aacb1db1f,Single-Document QA,Literary,easy,medium,D,D,True,7.000283533008769,95.15830103774589,55731,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,turbo4,q8_0,131072,66ec2df6821e116aacb1bb7b,Long In-context Learning,User guide QA,hard,medium,B,C,False,14.323101054003928,77.22105552736853,100703,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,turbo4,q8_0,131072,67192e81bb02136c067d427f,Long-dialogue History Understanding,Dialogue history QA,easy,medium,D,A,False,15.825128991040401,77.06465543971106,102816,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,turbo4,q8_0,131072,672468b1bb02136c067d74bd,Single-Document QA,Event ordering,hard,medium,B,B,True,18.613367182028014,71.29390075109238,120135,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,turbo4,q8_0,131072,6725d7a9bb02136c067d822d,Long In-context Learning,Many-shot learning,hard,medium,C,A,False,18.913512698025443,97.14711311162202,116696,3
unsloth/Qwen3.5-9B-GGUF,Q8_0,turbo4,q8_0,131072,67239fd9bb02136c067d6ff7,Single-Document QA,Event ordering,easy,medium,D,A,False,21.287188416987192,68.09761509383638,130976,96
unsloth/Qwen3.5-9B-GGUF,Q8_0,turbo4,q8_0,131072,671a4444bb02136c067d4a40,Long-dialogue History Understanding,Dialogue history QA,hard,medium,B,B,True,16.002193150983658,77.29870029482207,103095,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,turbo4,q8_0,131072,670cf1c0bb02136c067d26e5,Single-Document QA,Detective,hard,medium,A,A,True,13.601416193007026,79.46016748713429,92853,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,turbo4,q8_0,131072,66f41108821e116aacb30c41,Multi-Document QA,Financial,easy,medium,?,D,False,17.14064470399171,74.99255933200378,109738,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,turbo4,q8_0,131072,66f19f04821e116aacb27bab,Long In-context Learning,User guide QA,hard,medium,D,A,False,13.117017596028745,82.16014424240323,90005,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,turbo4,q8_0,131072,66f17aab821e116aacb2772d,Single-Document QA,Financial,hard,medium,B,D,False,18.43550448201131,73.64723549566602,115585,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,turbo4,q8_0,131072,66f950acbb02136c067c5021,Single-Document QA,Governmental,easy,medium,B,A,False,9.915602678025607,89.85104381642309,72374,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,turbo4,q8_0,131072,67066b87bb02136c067cfaa3,Code Repository Understanding,Code repo QA,hard,long,B,B,True,15.927052133018151,76.2220992876211,105569,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,turbo4,q8_0,131072,66f94f9ebb02136c067c4fde,Multi-Document QA,Governmental,hard,long,C,D,False,17.300522496982012,74.05208985989692,109090,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,turbo4,q8_0,131072,6708ae87bb02136c067d1847,Code Repository Understanding,Code repo QA,hard,long,D,C,False,18.54388651397312,73.5465224848382,114175,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,turbo4,q8_0,131072,66fa2734bb02136c067c627a,Code Repository Understanding,Code repo QA,easy,long,D,A,False,19.740255512006115,71.56791319706728,119386,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,turbo4,q8_0,131072,66f24538821e116aacb2865e,Multi-Document QA,Academic,hard,long,D,D,True,17.61607589398045,74.88108240604618,109651,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,turbo4,q8_0,131072,66f55828821e116aacb3363e,Multi-Document QA,Governmental,hard,long,D,D,True,17.866897505009547,72.76837031823655,116684,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,turbo4,q8_0,131072,66f2adaf821e116aacb2aca9,Multi-Document QA,Academic,hard,long,C,B,False,17.73087716603186,73.9554799566205,111751,128
