model,weight_quant,cache_type_k,cache_type_v,n_ctx,example_id,domain,sub_domain,difficulty,length,predicted,expected,is_correct,ttft_s,decode_tokens_per_second,prompt_tokens,predicted_tokens
unsloth/Qwen3.5-9B-GGUF,Q8_0,f16,f16,131072,66f016e6821e116aacb25497,Multi-Document QA,Legal,hard,medium,B,D,False,25.344824615000107,73.29669643772328,115907,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,f16,f16,131072,66ec3aff821e116aacb1c52e,Single-Document QA,Literary,easy,medium,D,D,True,18.981725502999325,79.22238279884014,85264,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,f16,f16,131072,66f3cb88821e116aacb2eeb9,Code Repository Understanding,Code repo QA,hard,medium,A,D,False,23.316310194000835,74.92837900647311,102069,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,f16,f16,131072,670fb8dfbb02136c067d2c48,Single-Document QA,Detective,easy,medium,A,D,False,24.322942566002894,74.35799423957913,102590,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,f16,f16,131072,670fbb78bb02136c067d2cd3,Single-Document QA,Detective,hard,medium,A,B,False,20.58129034099693,75.19468373585987,99006,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,q8_0,q8_0,131072,66f3c1c3821e116aacb2eaf6,Multi-Document QA,Governmental,hard,short,A,A,True,4.98406912000064,82.27569428151786,33941,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,q8_0,q8_0,131072,66f3b843821e116aacb2e692,Multi-Document QA,Governmental,hard,short,?,C,False,5.350417102999927,83.22507571531303,33297,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,q8_0,q8_0,131072,66f2a557821e116aacb2a510,Multi-Document QA,Academic,hard,short,B,C,False,10.32240886100044,74.89440181899778,58038,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,q8_0,q8_0,131072,66ebe68d5a08c7b9b35e190b,Single-Document QA,Legal,hard,short,A,C,False,3.226278200003435,89.49984966822126,17240,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,q8_0,q8_0,131072,6725e2febb02136c067d8717,Single-Document QA,Event ordering,hard,short,?,D,False,5.720488154998748,81.58826862682481,36781,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,q8_0,q8_0,131072,66f39aa7821e116aacb2da76,Single-Document QA,Financial,hard,short,B,B,True,2.813709652000398,89.12202964282258,16594,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,q8_0,q8_0,131072,66f9625fbb02136c067c5456,Long In-context Learning,User guide QA,easy,short,B,B,True,2.1026837319950573,91.84139851489587,13174,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,q8_0,q8_0,131072,671b2c05bb02136c067d50c8,Long-dialogue History Understanding,Agent history QA,easy,short,B,A,False,7.193792015001236,79.18954450545202,45046,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,q8_0,q8_0,131072,66ebd3075a08c7b9b35e02bd,Single-Document QA,Academic,hard,short,A,B,False,2.886802968001575,89.24574792817391,16621,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,q8_0,q8_0,131072,66f3ad93821e116aacb2e29f,Code Repository Understanding,Code repo QA,hard,short,D,C,False,5.140873971999099,82.5687126505589,33566,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,q8_0,q8_0,131072,66f016e6821e116aacb25497,Multi-Document QA,Legal,hard,medium,B,D,False,26.783270526000706,60.275884607469784,115907,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,q8_0,q8_0,131072,66ec3aff821e116aacb1c52e,Single-Document QA,Literary,easy,medium,D,D,True,18.482944318995578,66.97867566413542,85264,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,q8_0,q8_0,131072,66f3cb88821e116aacb2eeb9,Code Repository Understanding,Code repo QA,hard,medium,C,D,False,23.46626156199636,62.98279634758828,102069,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,q8_0,q8_0,131072,670fb8dfbb02136c067d2c48,Single-Document QA,Detective,easy,medium,A,D,False,24.268740562998573,62.4748331360658,102590,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,q8_0,q8_0,131072,670fbb78bb02136c067d2cd3,Single-Document QA,Detective,hard,medium,A,B,False,21.714310105999175,63.45391560232638,99006,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,q8_0,turbo3,131072,66f3c1c3821e116aacb2eaf6,Multi-Document QA,Governmental,hard,short,A,A,True,5.170144555995648,85.39208308649684,33941,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,q8_0,turbo3,131072,66f3b843821e116aacb2e692,Multi-Document QA,Governmental,hard,short,?,C,False,5.39013646300009,87.65646336302238,33297,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,q8_0,turbo3,131072,66f2a557821e116aacb2a510,Multi-Document QA,Academic,hard,short,B,C,False,10.287794258998474,81.38797009500774,58038,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,q8_0,turbo3,131072,66ebe68d5a08c7b9b35e190b,Single-Document QA,Legal,hard,short,D,C,False,2.96952961399802,92.20121763233035,17240,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,q8_0,turbo3,131072,6725e2febb02136c067d8717,Single-Document QA,Event ordering,hard,short,?,D,False,5.685331544998917,86.6066239181784,36781,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,q8_0,turbo3,131072,66f39aa7821e116aacb2da76,Single-Document QA,Financial,hard,short,B,B,True,2.7233411420020275,91.75147106997268,16594,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,q8_0,turbo3,131072,66f9625fbb02136c067c5456,Long In-context Learning,User guide QA,easy,short,B,B,True,2.06408017299691,94.01271228143881,13174,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,q8_0,turbo3,131072,671b2c05bb02136c067d50c8,Long-dialogue History Understanding,Agent history QA,easy,short,B,A,False,7.20958188399527,84.57503358223501,45046,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,q8_0,turbo3,131072,66ebd3075a08c7b9b35e02bd,Single-Document QA,Academic,hard,short,D,B,False,2.756498140995973,92.06275227351844,16621,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,q8_0,turbo3,131072,66f3ad93821e116aacb2e29f,Code Repository Understanding,Code repo QA,hard,short,D,C,False,5.124758318001113,87.27746802610415,33566,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,q8_0,turbo3,131072,66f016e6821e116aacb25497,Multi-Document QA,Legal,hard,medium,B,D,False,26.975178004002373,69.22118059968255,115907,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,q8_0,turbo3,131072,66ec3aff821e116aacb1c52e,Single-Document QA,Literary,easy,medium,D,D,True,18.18309888100339,75.2746348004046,85264,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,q8_0,turbo3,131072,66f3cb88821e116aacb2eeb9,Code Repository Understanding,Code repo QA,hard,medium,A,D,False,23.58530891600094,71.10202585225221,102069,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,q8_0,turbo3,131072,670fb8dfbb02136c067d2c48,Single-Document QA,Detective,easy,medium,A,D,False,24.078924417000962,69.96710999212323,102590,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,q8_0,turbo3,131072,670fbb78bb02136c067d2cd3,Single-Document QA,Detective,hard,medium,A,B,False,22.084275077999337,70.37614952292668,99006,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,f16,turbo4,131072,66f3c1c3821e116aacb2eaf6,Multi-Document QA,Governmental,hard,short,A,A,True,5.118083950001164,81.5331805010851,33941,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,f16,turbo4,131072,66f3b843821e116aacb2e692,Multi-Document QA,Governmental,hard,short,A,C,False,5.493751232002978,82.46599083210117,33297,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,f16,turbo4,131072,66f2a557821e116aacb2a510,Multi-Document QA,Academic,hard,short,B,C,False,10.402708540001186,73.561527321211,58038,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,f16,turbo4,131072,66ebe68d5a08c7b9b35e190b,Single-Document QA,Legal,hard,short,A,C,False,3.292129401001148,89.18250991632868,17240,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,f16,turbo4,131072,6725e2febb02136c067d8717,Single-Document QA,Event ordering,hard,short,A,D,False,5.797185893999995,80.85846420717961,36781,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,f16,turbo4,131072,66f39aa7821e116aacb2da76,Single-Document QA,Financial,hard,short,B,B,True,2.9139616589964135,89.27861484229072,16594,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,f16,turbo4,131072,66f9625fbb02136c067c5456,Long In-context Learning,User guide QA,easy,short,B,B,True,2.162817684999027,91.22585454750194,13174,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,f16,turbo4,131072,671b2c05bb02136c067d50c8,Long-dialogue History Understanding,Agent history QA,easy,short,B,A,False,7.2723863490027725,91.87517226594801,45046,3
unsloth/Qwen3.5-9B-GGUF,Q8_0,f16,turbo4,131072,66ebd3075a08c7b9b35e02bd,Single-Document QA,Academic,hard,short,D,B,False,3.0322617679994437,89.27220140366587,16621,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,f16,turbo4,131072,66f3ad93821e116aacb2e29f,Code Repository Understanding,Code repo QA,hard,short,D,C,False,5.238306776998797,82.33904646238007,33566,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,f16,turbo4,131072,66f016e6821e116aacb25497,Multi-Document QA,Legal,hard,medium,B,D,False,26.74971180099965,58.716996919192574,115907,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,f16,turbo4,131072,66ec3aff821e116aacb1c52e,Single-Document QA,Literary,easy,medium,D,D,True,19.22918216400285,65.44010773077736,85264,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,f16,turbo4,131072,66f3cb88821e116aacb2eeb9,Code Repository Understanding,Code repo QA,hard,medium,A,D,False,23.973624229998677,60.81970710559489,102069,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,f16,turbo4,131072,670fb8dfbb02136c067d2c48,Single-Document QA,Detective,easy,medium,C,D,False,24.63193848299852,60.34251922474948,102590,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,f16,turbo4,131072,670fbb78bb02136c067d2cd3,Single-Document QA,Detective,hard,medium,A,B,False,21.913098515004094,60.400322009216715,99006,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,turbo4,q8_0,131072,66f3c1c3821e116aacb2eaf6,Multi-Document QA,Governmental,hard,short,A,A,True,5.261591251000937,71.74312821337752,33941,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,turbo4,q8_0,131072,66f3b843821e116aacb2e692,Multi-Document QA,Governmental,hard,short,?,C,False,5.474166271997092,72.41457343290338,33297,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,turbo4,q8_0,131072,66f2a557821e116aacb2a510,Multi-Document QA,Academic,hard,short,B,C,False,10.62883509400126,62.413754431132766,58038,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,turbo4,q8_0,131072,66ebe68d5a08c7b9b35e190b,Single-Document QA,Legal,hard,short,A,C,False,3.084689914001501,80.90037056161923,17240,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,turbo4,q8_0,131072,6725e2febb02136c067d8717,Single-Document QA,Event ordering,hard,short,?,D,False,5.886217047001992,70.31533681870344,36781,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,turbo4,q8_0,131072,66f39aa7821e116aacb2da76,Single-Document QA,Financial,hard,short,B,B,True,2.8137982040061615,80.56673663803821,16594,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,turbo4,q8_0,131072,66f9625fbb02136c067c5456,Long In-context Learning,User guide QA,easy,short,B,B,True,2.1546161610021954,83.99148536317131,13174,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,turbo4,q8_0,131072,671b2c05bb02136c067d50c8,Long-dialogue History Understanding,Agent history QA,easy,short,B,A,False,7.459029318997636,67.3101446379319,45046,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,turbo4,q8_0,131072,66ebd3075a08c7b9b35e02bd,Single-Document QA,Academic,hard,short,A,B,False,2.869116383000801,80.39110271470706,16621,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,turbo4,q8_0,131072,66f3ad93821e116aacb2e29f,Code Repository Understanding,Code repo QA,hard,short,D,C,False,5.311251449995325,71.84327389799154,33566,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,turbo4,q8_0,131072,66f016e6821e116aacb25497,Multi-Document QA,Legal,hard,medium,B,D,False,27.75688424299733,46.95898389563659,115907,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,turbo4,q8_0,131072,66ec3aff821e116aacb1c52e,Single-Document QA,Literary,easy,medium,D,D,True,18.804448080998554,53.19608742776969,85264,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,turbo4,q8_0,131072,66f3cb88821e116aacb2eeb9,Code Repository Understanding,Code repo QA,hard,medium,D,D,True,23.992521426996973,49.36608927625842,102069,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,turbo4,q8_0,131072,670fb8dfbb02136c067d2c48,Single-Document QA,Detective,easy,medium,D,D,True,24.722287377997418,48.543762960805466,102590,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,turbo4,q8_0,131072,670fbb78bb02136c067d2cd3,Single-Document QA,Detective,hard,medium,A,B,False,22.48349103899818,49.53359093380493,99006,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,turbo4,turbo4,131072,66f3c1c3821e116aacb2eaf6,Multi-Document QA,Governmental,hard,short,A,A,True,5.236726955998165,80.7959410139133,33941,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,turbo4,turbo4,131072,66f3b843821e116aacb2e692,Multi-Document QA,Governmental,hard,short,?,C,False,5.42024511800264,81.60761909133741,33297,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,turbo4,turbo4,131072,66f2a557821e116aacb2a510,Multi-Document QA,Academic,hard,short,B,C,False,10.662893704000453,74.24921284232947,58038,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,turbo4,turbo4,131072,66ebe68d5a08c7b9b35e190b,Single-Document QA,Legal,hard,short,D,C,False,2.9459988250018796,87.18621476961724,17240,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,turbo4,turbo4,131072,6725e2febb02136c067d8717,Single-Document QA,Event ordering,hard,short,A,D,False,5.89450982100243,80.85652325793673,36781,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,turbo4,turbo4,131072,66f39aa7821e116aacb2da76,Single-Document QA,Financial,hard,short,B,B,True,2.7389123780012596,86.98565484228074,16594,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,turbo4,turbo4,131072,66f9625fbb02136c067c5456,Long In-context Learning,User guide QA,easy,short,B,B,True,2.105742037005257,89.30178561711021,13174,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,turbo4,turbo4,131072,671b2c05bb02136c067d50c8,Long-dialogue History Understanding,Agent history QA,easy,short,B,A,False,7.494444579999254,77.93999716249698,45046,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,turbo4,turbo4,131072,66ebd3075a08c7b9b35e02bd,Single-Document QA,Academic,hard,short,A,B,False,2.7633372450000024,87.03403642782396,16621,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,turbo4,turbo4,131072,66f3ad93821e116aacb2e29f,Code Repository Understanding,Code repo QA,hard,short,D,C,False,5.3105333909988985,81.21157518732592,33566,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,turbo4,turbo4,131072,66f016e6821e116aacb25497,Multi-Document QA,Legal,hard,medium,B,D,False,28.12231992899615,60.28968250416964,115907,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,turbo4,turbo4,131072,66ec3aff821e116aacb1c52e,Single-Document QA,Literary,easy,medium,D,D,True,18.686853002000134,67.04041699139368,85264,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,turbo4,turbo4,131072,66f3cb88821e116aacb2eeb9,Code Repository Understanding,Code repo QA,hard,medium,C,D,False,23.961880991002545,63.22227123045851,102069,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,turbo4,turbo4,131072,670fb8dfbb02136c067d2c48,Single-Document QA,Detective,easy,medium,D,D,True,24.313104184999247,62.90423959831712,102590,128
unsloth/Qwen3.5-9B-GGUF,Q8_0,turbo4,turbo4,131072,670fbb78bb02136c067d2cd3,Single-Document QA,Detective,hard,medium,A,B,False,22.576626891997876,62.956774763776835,99006,128
unsloth/gemma-4-E4B-it-GGUF,Q8_0,f16,f16,131072,66f3c1c3821e116aacb2eaf6,Multi-Document QA,Governmental,hard,short,D,A,False,4.335618143995816,104.17022717247822,35925,128
unsloth/gemma-4-E4B-it-GGUF,Q8_0,f16,f16,131072,66f3b843821e116aacb2e692,Multi-Document QA,Governmental,hard,short,C,C,True,4.251240705001692,104.85142634801662,34767,128
unsloth/gemma-4-E4B-it-GGUF,Q8_0,f16,f16,131072,66f2a557821e116aacb2a510,Multi-Document QA,Academic,hard,short,B,C,False,7.910392753001361,99.18244222816456,58063,128
unsloth/gemma-4-E4B-it-GGUF,Q8_0,f16,f16,131072,66ebe68d5a08c7b9b35e190b,Single-Document QA,Legal,hard,short,C,C,True,2.4103189559973544,112.83935554623064,17774,128
unsloth/gemma-4-E4B-it-GGUF,Q8_0,f16,f16,131072,6725e2febb02136c067d8717,Single-Document QA,Event ordering,hard,short,D,D,True,4.279890703997808,184.29782528566162,36794,2
unsloth/gemma-4-E4B-it-GGUF,Q8_0,f16,f16,131072,66f39aa7821e116aacb2da76,Single-Document QA,Financial,hard,short,B,B,True,2.1469313920024433,112.55765282119602,17543,128
unsloth/gemma-4-E4B-it-GGUF,Q8_0,f16,f16,131072,66f9625fbb02136c067c5456,Long In-context Learning,User guide QA,easy,short,A,B,False,1.533043383002223,119.95729520290777,13335,10
unsloth/gemma-4-E4B-it-GGUF,Q8_0,f16,f16,131072,671b2c05bb02136c067d50c8,Long-dialogue History Understanding,Agent history QA,easy,short,B,A,False,5.382866357998864,179.38828594492782,44935,2
unsloth/gemma-4-E4B-it-GGUF,Q8_0,f16,f16,131072,66ebd3075a08c7b9b35e02bd,Single-Document QA,Academic,hard,short,B,B,True,2.099062410998158,113.21492349589994,16219,128
unsloth/gemma-4-E4B-it-GGUF,Q8_0,f16,f16,131072,66f3ad93821e116aacb2e29f,Code Repository Understanding,Code repo QA,hard,short,C,C,True,4.2705243559976225,186.51496782616803,37886,2
unsloth/gemma-4-E4B-it-GGUF,Q8_0,f16,f16,131072,66f016e6821e116aacb25497,Multi-Document QA,Legal,hard,medium,B,D,False,20.411441764998017,86.93396143120466,116066,128
unsloth/gemma-4-E4B-it-GGUF,Q8_0,f16,f16,131072,66ec3aff821e116aacb1c52e,Single-Document QA,Literary,easy,medium,A,D,False,13.658349356999679,94.20360785098755,83652,128
unsloth/gemma-4-E4B-it-GGUF,Q8_0,f16,f16,131072,66f3cb88821e116aacb2eeb9,Code Repository Understanding,Code repo QA,hard,medium,C,D,False,19.051083061996906,88.2895621734407,107333,128
unsloth/gemma-4-E4B-it-GGUF,Q8_0,f16,f16,131072,670fb8dfbb02136c067d2c48,Single-Document QA,Detective,easy,medium,D,D,True,18.9868784959981,89.59610077769416,104666,25
unsloth/gemma-4-E4B-it-GGUF,Q8_0,f16,f16,131072,670fbb78bb02136c067d2cd3,Single-Document QA,Detective,hard,medium,A,B,False,16.725491873003193,89.66938617101914,101027,128
unsloth/gemma-4-E4B-it-GGUF,Q8_0,q8_0,q8_0,131072,66f3c1c3821e116aacb2eaf6,Multi-Document QA,Governmental,hard,short,D,A,False,4.2833212340046884,95.88934369737322,35925,128
unsloth/gemma-4-E4B-it-GGUF,Q8_0,q8_0,q8_0,131072,66f3b843821e116aacb2e692,Multi-Document QA,Governmental,hard,short,C,C,True,3.902417853998486,96.73650336839528,34767,128
unsloth/gemma-4-E4B-it-GGUF,Q8_0,q8_0,q8_0,131072,66f2a557821e116aacb2a510,Multi-Document QA,Academic,hard,short,B,C,False,7.536478195004747,84.90022896530499,58063,128
unsloth/gemma-4-E4B-it-GGUF,Q8_0,q8_0,q8_0,131072,66ebe68d5a08c7b9b35e190b,Single-Document QA,Legal,hard,short,C,C,True,2.062833390002197,107.69089683801018,17774,128
unsloth/gemma-4-E4B-it-GGUF,Q8_0,q8_0,q8_0,131072,6725e2febb02136c067d8717,Single-Document QA,Event ordering,hard,short,D,D,True,4.0775100070022745,167.16817118020728,36794,2
unsloth/gemma-4-E4B-it-GGUF,Q8_0,q8_0,q8_0,131072,66f39aa7821e116aacb2da76,Single-Document QA,Financial,hard,short,B,B,True,1.899125431002176,107.26934158413351,17543,128
unsloth/gemma-4-E4B-it-GGUF,Q8_0,q8_0,q8_0,131072,66f9625fbb02136c067c5456,Long In-context Learning,User guide QA,easy,short,A,B,False,1.384832121002546,114.78157067101306,13335,10
unsloth/gemma-4-E4B-it-GGUF,Q8_0,q8_0,q8_0,131072,671b2c05bb02136c067d50c8,Long-dialogue History Understanding,Agent history QA,easy,short,B,A,False,5.166108893005003,91.27223512868673,44935,128
unsloth/gemma-4-E4B-it-GGUF,Q8_0,q8_0,q8_0,131072,66ebd3075a08c7b9b35e02bd,Single-Document QA,Academic,hard,short,B,B,True,1.8071931960002985,108.15350700420701,16219,128
unsloth/gemma-4-E4B-it-GGUF,Q8_0,q8_0,q8_0,131072,66f3ad93821e116aacb2e29f,Code Repository Understanding,Code repo QA,hard,short,C,C,True,4.168433876999188,166.1819692563357,37886,2
unsloth/gemma-4-E4B-it-GGUF,Q8_0,q8_0,q8_0,131072,66f016e6821e116aacb25497,Multi-Document QA,Legal,hard,medium,B,D,False,20.552947857999243,64.42997342766955,116066,128
unsloth/gemma-4-E4B-it-GGUF,Q8_0,q8_0,q8_0,131072,66ec3aff821e116aacb1c52e,Single-Document QA,Literary,easy,medium,A,D,False,13.244452054001158,73.85217563893671,83652,128
unsloth/gemma-4-E4B-it-GGUF,Q8_0,q8_0,q8_0,131072,66f3cb88821e116aacb2eeb9,Code Repository Understanding,Code repo QA,hard,medium,C,D,False,18.831395263994636,66.73861924053537,107333,128
unsloth/gemma-4-E4B-it-GGUF,Q8_0,q8_0,q8_0,131072,670fb8dfbb02136c067d2c48,Single-Document QA,Detective,easy,medium,D,D,True,18.382578133001516,67.97967135907678,104666,25
unsloth/gemma-4-E4B-it-GGUF,Q8_0,q8_0,q8_0,131072,670fbb78bb02136c067d2cd3,Single-Document QA,Detective,hard,medium,A,B,False,16.962469888996566,67.90087109390956,101027,128
unsloth/gemma-4-E4B-it-GGUF,Q8_0,q8_0,turbo3,131072,66f3c1c3821e116aacb2eaf6,Multi-Document QA,Governmental,hard,short,D,A,False,4.316579131002072,90.9620013345831,35925,128
unsloth/gemma-4-E4B-it-GGUF,Q8_0,q8_0,turbo3,131072,66f3b843821e116aacb2e692,Multi-Document QA,Governmental,hard,short,C,C,True,3.984628926998994,93.44300232366466,34767,128
unsloth/gemma-4-E4B-it-GGUF,Q8_0,q8_0,turbo3,131072,66f2a557821e116aacb2a510,Multi-Document QA,Academic,hard,short,B,C,False,7.613505305002036,81.37963919574028,58063,128
unsloth/gemma-4-E4B-it-GGUF,Q8_0,q8_0,turbo3,131072,66ebe68d5a08c7b9b35e190b,Single-Document QA,Legal,hard,short,D,C,False,1.9973555050019058,104.19091683122863,17774,128
unsloth/gemma-4-E4B-it-GGUF,Q8_0,q8_0,turbo3,131072,6725e2febb02136c067d8717,Single-Document QA,Event ordering,hard,short,D,D,True,4.135328935000871,92.46630758917219,36794,128
unsloth/gemma-4-E4B-it-GGUF,Q8_0,q8_0,turbo3,131072,66f39aa7821e116aacb2da76,Single-Document QA,Financial,hard,short,B,B,True,1.8715142200016999,103.99266851686956,17543,128
unsloth/gemma-4-E4B-it-GGUF,Q8_0,q8_0,turbo3,131072,66f9625fbb02136c067c5456,Long In-context Learning,User guide QA,easy,short,A,B,False,1.379153984002187,117.9467824117758,13335,5
unsloth/gemma-4-E4B-it-GGUF,Q8_0,q8_0,turbo3,131072,671b2c05bb02136c067d50c8,Long-dialogue History Understanding,Agent history QA,easy,short,B,A,False,5.238734034996014,155.0267421130145,44935,2
unsloth/gemma-4-E4B-it-GGUF,Q8_0,q8_0,turbo3,131072,66ebd3075a08c7b9b35e02bd,Single-Document QA,Academic,hard,short,B,B,True,1.7780740649977815,104.84077716502348,16219,128
unsloth/gemma-4-E4B-it-GGUF,Q8_0,q8_0,turbo3,131072,66f3ad93821e116aacb2e29f,Code Repository Understanding,Code repo QA,hard,short,D,C,False,4.205086438996659,91.79568861468114,37886,128
unsloth/gemma-4-E4B-it-GGUF,Q8_0,q8_0,turbo3,131072,66f016e6821e116aacb25497,Multi-Document QA,Legal,hard,medium,B,D,False,20.839680564997252,60.92142706539106,116066,128
unsloth/gemma-4-E4B-it-GGUF,Q8_0,q8_0,turbo3,131072,66ec3aff821e116aacb1c52e,Single-Document QA,Literary,easy,medium,B,D,False,13.255673016996298,70.48528014044192,83652,128
unsloth/gemma-4-E4B-it-GGUF,Q8_0,q8_0,turbo3,131072,66f3cb88821e116aacb2eeb9,Code Repository Understanding,Code repo QA,hard,medium,C,D,False,18.94944174400007,63.14657405169139,107333,128
unsloth/gemma-4-E4B-it-GGUF,Q8_0,q8_0,turbo3,131072,670fb8dfbb02136c067d2c48,Single-Document QA,Detective,easy,medium,A,D,False,18.463320989998465,63.6957255191948,104666,128
unsloth/gemma-4-E4B-it-GGUF,Q8_0,q8_0,turbo3,131072,670fbb78bb02136c067d2cd3,Single-Document QA,Detective,hard,medium,D,B,False,17.097319332999177,64.90839295946775,101027,128
